Date,Year,Model,Region,Country,Channel,Quantity Sold,Revenue,Revenue Per Unit
2023-01-29,2023,BMW 6 Series,Africa,Nigeria,Wholesale,3,94566.0,31522.0
2023-01-30,2023,BMW iX,South America,Argentina,Dealership,2,71168.0,35584.0
2023-01-30,2023,BMW 1 Series,Africa,Morocco,Wholesale,1,114560.0,114560.0
2023-01-30,2023,BMW 8 Series,Asia,South Korea,Wholesale,5,99561.0,19912.2
2023-01-30,2023,BMW i3,North America,Mexico,Dealership,3,55839.0,18613.0
2023-01-31,2023,BMW 3 Series,Africa,South Africa,Dealership,3,99142.0,33047.33
2023-01-31,2023,BMW 2 Series,Asia,India,Wholesale,4,114021.0,28505.25
2023-01-31,2023,BMW iX3,Europe,France,Dealership,2,88215.0,44107.5
2023-01-31,2023,BMW 1 Series,Africa,Nigeria,Dealership,4,43550.0,10887.5
2023-02-01,2023,BMW 3 Series,Asia,South Korea,Wholesale,1,117189.0,117189.0
2023-02-01,2023,BMW 8 Series,North America,United States,Wholesale,5,41651.0,8330.2
2023-02-03,2023,BMW M2,South America,Chile,Online,4,88611.0,22152.75
2023-02-03,2023,BMW M2,Asia,India,Wholesale,5,36116.0,7223.2
2023-02-03,2023,BMW X4,North America,United States,Online,3,118198.0,39399.33
2023-02-03,2023,BMW 6 Series,Europe,Spain,Dealership,4,113822.0,28455.5
2023-02-04,2023,BMW i3,South America,Argentina,Online,3,107228.0,35742.67
2023-02-05,2023,BMW M3,Asia,Thailand,Dealership,3,111119.0,37039.67
2023-02-05,2023,BMW M5,North America,Mexico,Dealership,5,41817.0,8363.4
2023-02-06,2023,BMW 2 Series,North America,United States,Online,3,100880.0,33626.67
2023-02-06,2023,BMW iX,Europe,Spain,Online,3,70285.0,23428.33
2023-02-07,2023,BMW 7 Series,Africa,Morocco,Online,2,34284.0,17142.0
2023-02-07,2023,BMW M3,Asia,Japan,Dealership,2,37472.0,18736.0
2023-02-07,2023,BMW 2 Series,North America,United States,Dealership,4,93647.0,23411.75
2023-02-07,2023,BMW M8,Europe,Spain,Wholesale,3,69782.0,23260.67
2023-02-07,2023,BMW i4,Asia,Thailand,Dealership,3,106661.0,35553.67
2023-02-08,2023,BMW Z4,Europe,Germany,Online,5,76775.0,15355.0
2023-02-08,2023,BMW X1,Africa,South Africa,Online,3,94551.0,31517.0
2023-02-08,2023,BMW X1,North America,Mexico,Online,2,63485.0,31742.5
2023-02-09,2023,BMW M5,North America,Mexico,Dealership,3,45973.0,15324.33
2023-02-09,2023,BMW 4 Series,Africa,Egypt,Online,1,65777.0,65777.0
2023-02-09,2023,BMW iX,Asia,India,Dealership,4,106181.0,26545.25
2023-02-10,2023,BMW 5 Series,Africa,Egypt,Online,2,32634.0,16317.0
2023-02-10,2023,BMW 8 Series,Europe,France,Dealership,5,57653.0,11530.6
2023-02-11,2023,BMW 7 Series,Europe,United Kingdom,Dealership,1,106345.0,106345.0
2023-02-11,2023,BMW M8,Africa,Egypt,Wholesale,3,63756.0,21252.0
2023-02-11,2023,BMW iX3,Europe,United Kingdom,Dealership,2,75854.0,37927.0
2023-02-12,2023,BMW iX,Asia,China,Dealership,3,32057.0,10685.67
2023-02-12,2023,BMW i3,Africa,Egypt,Dealership,4,46220.0,11555.0
2023-02-13,2023,BMW X6,Africa,South Africa,Wholesale,2,34509.0,17254.5
2023-02-13,2023,BMW X5,Africa,Morocco,Wholesale,1,113890.0,113890.0
2023-02-14,2023,BMW 1 Series,South America,Brazil,Online,5,96083.0,19216.6
2023-02-14,2023,BMW 8 Series,South America,Peru,Dealership,5,92876.0,18575.2
2023-02-15,2023,BMW i3,South America,Peru,Wholesale,5,101922.0,20384.4
2023-02-15,2023,BMW X4,Europe,France,Online,4,117581.0,29395.25
2023-02-15,2023,BMW 4 Series,Europe,France,Online,5,79641.0,15928.2
2023-02-16,2023,BMW X6,Europe,Spain,Dealership,1,85258.0,85258.0
2023-02-16,2023,BMW 2 Series,Asia,Thailand,Wholesale,4,59063.0,14765.75
2023-02-17,2023,BMW iX,North America,Canada,Wholesale,2,98867.0,49433.5
2023-02-17,2023,BMW M3,Africa,Nigeria,Wholesale,2,65435.0,32717.5
2023-02-18,2023,BMW M4,Asia,China,Dealership,4,103709.0,25927.25
2023-02-18,2023,BMW M2,Europe,United Kingdom,Online,3,53806.0,17935.33
2023-02-19,2023,BMW i8,Europe,Germany,Dealership,4,119944.0,29986.0
2023-02-19,2023,BMW 6 Series,Europe,Italy,Wholesale,4,79383.0,19845.75
2023-02-19,2023,BMW 6 Series,South America,Chile,Dealership,4,55278.0,13819.5
2023-02-19,2023,BMW M5,North America,Canada,Online,4,81738.0,20434.5
2023-02-20,2023,BMW M4,Europe,France,Wholesale,5,97891.0,19578.2
2023-02-21,2023,BMW i8,North America,Mexico,Wholesale,5,50405.0,10081.0
2023-02-22,2023,BMW M8,Africa,South Africa,Wholesale,1,111622.0,111622.0
2023-02-22,2023,BMW Z4,South America,Argentina,Dealership,4,63268.0,15817.0
2023-02-23,2023,BMW Z4,South America,Colombia,Dealership,2,86195.0,43097.5
2023-02-23,2023,BMW M4,North America,Canada,Online,3,80338.0,26779.33
2023-02-24,2023,BMW 4 Series,Africa,Nigeria,Online,2,71074.0,35537.0
2023-02-24,2023,BMW Z4,Africa,South Africa,Wholesale,5,118333.0,23666.6
2023-02-25,2023,BMW X4,Asia,South Korea,Dealership,5,61518.0,12303.6
2023-02-25,2023,BMW M3,South America,Peru,Dealership,3,77083.0,25694.33
2023-02-25,2023,BMW X2,South America,Peru,Online,5,113795.0,22759.0
2023-02-25,2023,BMW X6,Europe,Spain,Dealership,1,97494.0,97494.0
2023-02-27,2023,BMW iX,Africa,Egypt,Dealership,3,94940.0,31646.67
2023-02-27,2023,BMW iX,Africa,South Africa,Dealership,3,48394.0,16131.33
2023-02-27,2023,BMW 2 Series,South America,Chile,Online,2,105043.0,52521.5
2023-02-28,2023,BMW iX3,Asia,Japan,Wholesale,5,97262.0,19452.4
2023-02-28,2023,BMW X1,Europe,France,Wholesale,3,67252.0,22417.33
2023-02-28,2023,BMW 2 Series,South America,Colombia,Online,4,106821.0,26705.25
2023-03-01,2023,BMW X7,Europe,Italy,Online,3,41151.0,13717.0
2023-03-01,2023,BMW M3,South America,Brazil,Wholesale,5,69708.0,13941.6
2023-03-01,2023,BMW 5 Series,Africa,Nigeria,Online,3,99126.0,33042.0
2023-03-02,2023,BMW X2,North America,Canada,Dealership,4,59472.0,14868.0
2023-03-02,2023,BMW X5,South America,Argentina,Wholesale,3,50428.0,16809.33
2023-03-02,2023,BMW X4,Europe,Italy,Wholesale,5,88896.0,17779.2
2023-03-02,2023,BMW 5 Series,Europe,Spain,Online,5,108655.0,21731.0
2023-03-03,2023,BMW 1 Series,South America,Peru,Wholesale,3,30076.0,10025.33
2023-03-04,2023,BMW X7,South America,Chile,Wholesale,1,86812.0,86812.0
2023-03-04,2023,BMW iX3,Africa,South Africa,Dealership,2,74894.0,37447.0
2023-03-04,2023,BMW iX,Africa,Egypt,Online,1,70770.0,70770.0
2023-03-05,2023,BMW M8,Asia,South Korea,Dealership,1,68930.0,68930.0
2023-03-05,2023,BMW Z4,North America,United States,Wholesale,1,37404.0,37404.0
2023-03-06,2023,BMW 2 Series,South America,Brazil,Online,5,61594.0,12318.8
2023-03-07,2023,BMW i3,North America,Canada,Dealership,5,37288.0,7457.6
2023-03-07,2023,BMW M2,Africa,South Africa,Dealership,3,106803.0,35601.0
2023-03-09,2023,BMW 6 Series,North America,United States,Wholesale,3,81235.0,27078.33
2023-03-09,2023,BMW M8,Africa,Egypt,Dealership,5,35605.0,7121.0
2023-03-09,2023,BMW 7 Series,North America,Canada,Online,3,111462.0,37154.0
2023-03-09,2023,BMW 1 Series,South America,Brazil,Online,5,58821.0,11764.2
2023-03-10,2023,BMW 2 Series,Asia,Thailand,Dealership,3,53461.0,17820.33
2023-03-10,2023,BMW 3 Series,Africa,South Africa,Online,2,110000.0,55000.0
2023-03-10,2023,BMW 3 Series,Asia,Thailand,Wholesale,3,119468.0,39822.67
2023-03-10,2023,BMW 7 Series,North America,Mexico,Dealership,1,85305.0,85305.0
2023-03-10,2023,BMW 6 Series,Africa,Kenya,Online,1,70194.0,70194.0
2023-03-11,2023,BMW X2,North America,Canada,Wholesale,5,57446.0,11489.2
2023-03-12,2023,BMW X6,Africa,Morocco,Wholesale,5,63712.0,12742.4
2023-03-12,2023,BMW Z4,Europe,Spain,Online,2,93948.0,46974.0
2023-03-13,2023,BMW i8,North America,Canada,Dealership,4,110908.0,27727.0
2023-03-13,2023,BMW 3 Series,Africa,Kenya,Online,4,63375.0,15843.75
2023-03-13,2023,BMW X3,Europe,Spain,Dealership,2,73050.0,36525.0
2023-03-13,2023,BMW Z4,Asia,South Korea,Online,5,116538.0,23307.6
2023-03-13,2023,BMW i3,Africa,Kenya,Online,1,90503.0,90503.0
2023-03-13,2023,BMW i4,South America,Peru,Wholesale,5,105973.0,21194.6
2023-03-14,2023,BMW iX3,North America,Mexico,Wholesale,1,44096.0,44096.0
2023-03-14,2023,BMW iX3,North America,Canada,Wholesale,4,50578.0,12644.5
2023-03-15,2023,BMW X5,North America,Mexico,Online,5,115030.0,23006.0
2023-03-15,2023,BMW 3 Series,Europe,United Kingdom,Wholesale,2,88958.0,44479.0
2023-03-15,2023,BMW i8,Africa,Nigeria,Online,1,85803.0,85803.0
2023-03-16,2023,BMW Z4,South America,Colombia,Dealership,5,47977.0,9595.4
2023-03-16,2023,BMW X2,Africa,Morocco,Dealership,4,60289.0,15072.25
2023-03-17,2023,BMW i3,North America,Canada,Online,5,58962.0,11792.4
2023-03-17,2023,BMW X5,North America,Mexico,Online,3,32665.0,10888.33
2023-03-17,2023,BMW X7,Europe,Germany,Dealership,3,37377.0,12459.0
2023-03-18,2023,BMW 4 Series,North America,United States,Wholesale,4,88014.0,22003.5
2023-03-18,2023,BMW Z4,Asia,Japan,Online,2,91338.0,45669.0
2023-03-18,2023,BMW X3,North America,Canada,Online,1,105121.0,105121.0
2023-03-18,2023,BMW M3,Africa,South Africa,Online,4,40683.0,10170.75
2023-03-19,2023,BMW iX,Asia,Thailand,Wholesale,5,115907.0,23181.4
2023-03-20,2023,BMW M2,South America,Brazil,Dealership,1,83537.0,83537.0
2023-03-20,2023,BMW X2,Asia,China,Online,3,43950.0,14650.0
2023-03-20,2023,BMW X4,North America,Mexico,Online,5,35973.0,7194.6
2023-03-20,2023,BMW X7,Africa,Kenya,Online,2,38911.0,19455.5
2023-03-20,2023,BMW M8,South America,Brazil,Online,4,36511.0,9127.75
2023-03-21,2023,BMW iX3,Africa,Morocco,Dealership,5,74549.0,14909.8
2023-03-21,2023,BMW X4,South America,Colombia,Dealership,4,43790.0,10947.5
2023-03-22,2023,BMW M4,North America,Canada,Dealership,2,116649.0,58324.5
2023-03-22,2023,BMW 2 Series,Asia,China,Dealership,1,94936.0,94936.0
2023-03-23,2023,BMW X4,Africa,South Africa,Online,5,39868.0,7973.6
2023-03-23,2023,BMW X1,South America,Argentina,Dealership,4,110220.0,27555.0
2023-03-23,2023,BMW i4,South America,Brazil,Dealership,5,119579.0,23915.8
2023-03-24,2023,BMW iX,Africa,Egypt,Dealership,3,46333.0,15444.33
2023-03-24,2023,BMW X3,North America,Canada,Dealership,1,64533.0,64533.0
2023-03-24,2023,BMW iX,Africa,Egypt,Wholesale,1,64828.0,64828.0
2023-03-24,2023,BMW X4,Africa,Nigeria,Wholesale,4,97762.0,24440.5
2023-03-24,2023,BMW 2 Series,South America,Argentina,Online,3,42017.0,14005.67
2023-03-25,2023,BMW X6,Africa,Egypt,Online,3,114935.0,38311.67
2023-03-25,2023,BMW iX3,North America,Canada,Wholesale,4,111096.0,27774.0
2023-03-25,2023,BMW 5 Series,Europe,Italy,Wholesale,5,61230.0,12246.0
2023-03-26,2023,BMW iX3,Asia,India,Dealership,4,65674.0,16418.5
2023-03-26,2023,BMW M5,Asia,Japan,Dealership,1,119782.0,119782.0
2023-03-26,2023,BMW 7 Series,Asia,India,Wholesale,1,84833.0,84833.0
2023-03-26,2023,BMW X2,North America,United States,Online,2,104613.0,52306.5
2023-03-26,2023,BMW i4,Asia,Japan,Wholesale,5,65949.0,13189.8
2023-03-27,2023,BMW X4,South America,Colombia,Online,4,82599.0,20649.75
2023-03-27,2023,BMW 8 Series,Asia,South Korea,Wholesale,2,102941.0,51470.5
2023-03-28,2023,BMW i8,Africa,South Africa,Dealership,2,119694.0,59847.0
2023-03-29,2023,BMW X6,Asia,South Korea,Online,3,59415.0,19805.0
2023-03-29,2023,BMW X2,North America,Mexico,Online,2,38348.0,19174.0
2023-03-30,2023,BMW X1,Europe,Germany,Wholesale,5,64422.0,12884.4
2023-03-30,2023,BMW X6,South America,Argentina,Wholesale,2,63379.0,31689.5
2023-03-30,2023,BMW 5 Series,Africa,Kenya,Wholesale,5,105888.0,21177.6
2023-03-30,2023,BMW M3,South America,Argentina,Online,3,88335.0,29445.0
2023-03-31,2023,BMW M8,Africa,Morocco,Online,1,78960.0,78960.0
2023-03-31,2023,BMW i4,North America,Mexico,Online,5,49088.0,9817.6
2023-03-31,2023,BMW 1 Series,Europe,France,Online,3,117843.0,39281.0
2023-03-31,2023,BMW 8 Series,Africa,Egypt,Dealership,3,82191.0,27397.0
2023-03-31,2023,BMW M8,North America,United States,Dealership,5,58833.0,11766.6
2023-03-31,2023,BMW X1,Europe,Germany,Wholesale,4,47428.0,11857.0
2023-03-31,2023,BMW 7 Series,Asia,China,Wholesale,3,68199.0,22733.0
2023-04-01,2023,BMW X3,North America,Canada,Dealership,2,91645.0,45822.5
2023-04-01,2023,BMW 4 Series,South America,Argentina,Wholesale,4,82616.0,20654.0
2023-04-01,2023,BMW iX3,Africa,Nigeria,Wholesale,1,90572.0,90572.0
2023-04-02,2023,BMW X3,Asia,Thailand,Dealership,3,72980.0,24326.67
2023-04-02,2023,BMW 8 Series,Asia,South Korea,Dealership,3,64850.0,21616.67
2023-04-02,2023,BMW M4,Africa,Egypt,Dealership,5,65751.0,13150.2
2023-04-02,2023,BMW X1,South America,Chile,Online,3,31267.0,10422.33
2023-04-03,2023,BMW 7 Series,South America,Chile,Dealership,1,77401.0,77401.0
2023-04-03,2023,BMW X1,Africa,Nigeria,Dealership,4,107930.0,26982.5
2023-04-03,2023,BMW X3,Europe,Spain,Wholesale,2,64889.0,32444.5
2023-04-04,2023,BMW 6 Series,Asia,China,Dealership,4,82062.0,20515.5
2023-04-05,2023,BMW 3 Series,Europe,Italy,Wholesale,1,60475.0,60475.0
2023-04-05,2023,BMW 1 Series,Asia,Thailand,Wholesale,2,69767.0,34883.5
2023-04-05,2023,BMW Z4,Africa,Kenya,Dealership,5,93056.0,18611.2
2023-04-06,2023,BMW i4,North America,Mexico,Online,2,95152.0,47576.0
2023-04-06,2023,BMW 5 Series,Asia,Thailand,Dealership,4,39849.0,9962.25
2023-04-06,2023,BMW M5,Asia,Thailand,Online,5,105923.0,21184.6
2023-04-06,2023,BMW X3,North America,United States,Wholesale,1,61716.0,61716.0
2023-04-06,2023,BMW X7,Africa,Morocco,Wholesale,5,72154.0,14430.8
2023-04-06,2023,BMW M3,Asia,India,Wholesale,1,109199.0,109199.0
2023-04-06,2023,BMW 5 Series,Europe,Italy,Online,3,58787.0,19595.67
2023-04-06,2023,BMW Z4,Africa,Egypt,Wholesale,3,44003.0,14667.67
2023-04-07,2023,BMW X2,North America,Mexico,Wholesale,4,110350.0,27587.5
2023-04-07,2023,BMW 2 Series,North America,United States,Online,5,63545.0,12709.0
2023-04-07,2023,BMW 8 Series,South America,Brazil,Wholesale,3,54774.0,18258.0
2023-04-08,2023,BMW 6 Series,South America,Peru,Wholesale,5,86558.0,17311.6
2023-04-09,2023,BMW 6 Series,Asia,Japan,Online,5,117951.0,23590.2
2023-04-09,2023,BMW X3,Africa,Egypt,Dealership,3,62161.0,20720.33
2023-04-10,2023,BMW 8 Series,Europe,United Kingdom,Online,5,95138.0,19027.6
2023-04-10,2023,BMW i8,South America,Chile,Wholesale,4,104548.0,26137.0
2023-04-10,2023,BMW 1 Series,Europe,Germany,Dealership,3,112158.0,37386.0
2023-04-10,2023,BMW M2,North America,Mexico,Wholesale,4,36716.0,9179.0
2023-04-10,2023,BMW X3,Europe,United Kingdom,Dealership,3,72706.0,24235.33
2023-04-11,2023,BMW M3,Europe,Spain,Dealership,2,36228.0,18114.0
2023-04-11,2023,BMW X4,Asia,China,Wholesale,2,49703.0,24851.5
2023-04-11,2023,BMW X4,Africa,Morocco,Dealership,2,104305.0,52152.5
2023-04-11,2023,BMW X4,Africa,Egypt,Dealership,1,47798.0,47798.0
2023-04-12,2023,BMW i8,Africa,Nigeria,Online,4,30818.0,7704.5
2023-04-12,2023,BMW iX,North America,Canada,Dealership,4,70494.0,17623.5
2023-04-13,2023,BMW iX3,North America,United States,Online,5,46205.0,9241.0
2023-04-13,2023,BMW M3,South America,Peru,Online,2,33590.0,16795.0
2023-04-14,2023,BMW X1,Africa,Morocco,Wholesale,4,83105.0,20776.25
2023-04-14,2023,BMW M5,South America,Chile,Wholesale,3,45569.0,15189.67
2023-04-15,2023,BMW 8 Series,Africa,Kenya,Wholesale,4,118619.0,29654.75
2023-04-15,2023,BMW i3,Europe,France,Dealership,4,113750.0,28437.5
2023-04-15,2023,BMW 4 Series,Africa,Kenya,Wholesale,3,89051.0,29683.67
2023-04-15,2023,BMW X5,South America,Chile,Online,2,34019.0,17009.5
2023-04-15,2023,BMW X5,Asia,South Korea,Dealership,2,110824.0,55412.0
2023-04-16,2023,BMW i3,Africa,Egypt,Dealership,4,75487.0,18871.75
2023-04-16,2023,BMW iX,Europe,France,Dealership,3,109152.0,36384.0
2023-04-17,2023,BMW 1 Series,North America,United States,Dealership,4,58875.0,14718.75
2023-04-17,2023,BMW 6 Series,North America,Canada,Wholesale,2,51459.0,25729.5
2023-04-17,2023,BMW 6 Series,Africa,South Africa,Dealership,1,46010.0,46010.0
2023-04-18,2023,BMW iX3,South America,Chile,Dealership,2,37739.0,18869.5
2023-04-18,2023,BMW X3,Europe,Germany,Dealership,3,56209.0,18736.33
2023-04-19,2023,BMW X6,North America,Canada,Wholesale,1,51545.0,51545.0
2023-04-20,2023,BMW X4,Asia,Japan,Online,4,68639.0,17159.75
2023-04-20,2023,BMW X6,North America,Mexico,Wholesale,2,95526.0,47763.0
2023-04-20,2023,BMW 7 Series,Asia,South Korea,Online,5,100529.0,20105.8
2023-04-20,2023,BMW X1,Europe,United Kingdom,Wholesale,3,108346.0,36115.33
2023-04-20,2023,BMW X6,South America,Colombia,Wholesale,1,95057.0,95057.0
2023-04-21,2023,BMW iX,South America,Peru,Wholesale,2,110987.0,55493.5
2023-04-21,2023,BMW 4 Series,North America,Canada,Wholesale,3,87824.0,29274.67
2023-04-21,2023,BMW M2,Africa,Egypt,Online,4,57675.0,14418.75
2023-04-21,2023,BMW 3 Series,North America,Canada,Wholesale,5,108754.0,21750.8
2023-04-21,2023,BMW 3 Series,Africa,Egypt,Online,3,52625.0,17541.67
2023-04-22,2023,BMW X6,North America,United States,Online,2,109244.0,54622.0
2023-04-23,2023,BMW 2 Series,North America,Mexico,Online,1,92167.0,92167.0
2023-04-24,2023,BMW M4,South America,Argentina,Online,3,69935.0,23311.67
2023-04-26,2023,BMW 1 Series,Africa,Morocco,Wholesale,3,79322.0,26440.67
2023-04-26,2023,BMW X1,Asia,India,Online,2,88132.0,44066.0
2023-04-26,2023,BMW Z4,North America,United States,Dealership,5,73915.0,14783.0
2023-04-26,2023,BMW M8,Europe,United Kingdom,Online,2,92761.0,46380.5
2023-04-27,2023,BMW iX3,South America,Brazil,Wholesale,2,106593.0,53296.5
2023-04-27,2023,BMW 4 Series,Asia,Japan,Wholesale,5,90532.0,18106.4
2023-04-29,2023,BMW i8,Asia,India,Dealership,5,79803.0,15960.6
2023-04-30,2023,BMW X3,Europe,Spain,Online,1,87477.0,87477.0
2023-04-30,2023,BMW X7,North America,Mexico,Wholesale,3,87142.0,29047.33
2023-05-01,2023,BMW 2 Series,North America,United States,Online,2,53089.0,26544.5
2023-05-01,2023,BMW i3,South America,Peru,Dealership,1,86395.0,86395.0
2023-05-01,2023,BMW 3 Series,South America,Argentina,Online,5,46236.0,9247.2
2023-05-02,2023,BMW i8,Africa,Kenya,Wholesale,5,80699.0,16139.8
2023-05-02,2023,BMW 4 Series,Europe,France,Wholesale,2,45362.0,22681.0
2023-05-03,2023,BMW i8,Asia,South Korea,Dealership,3,46531.0,15510.33
2023-05-04,2023,BMW X6,Asia,South Korea,Dealership,2,110169.0,55084.5
2023-05-05,2023,BMW X6,Africa,Morocco,Dealership,3,109852.0,36617.33
2023-05-05,2023,BMW 5 Series,South America,Brazil,Dealership,4,45369.0,11342.25
2023-05-06,2023,BMW 8 Series,North America,Mexico,Online,3,31767.0,10589.0
2023-05-06,2023,BMW Z4,Europe,United Kingdom,Dealership,2,111776.0,55888.0
2023-05-06,2023,BMW M2,Africa,Morocco,Wholesale,2,95196.0,47598.0
2023-05-06,2023,BMW X4,Asia,India,Online,3,39973.0,13324.33
2023-05-07,2023,BMW i4,North America,Mexico,Wholesale,1,64968.0,64968.0
2023-05-08,2023,BMW i8,Europe,United Kingdom,Dealership,1,78797.0,78797.0
2023-05-08,2023,BMW M8,South America,Peru,Online,4,73552.0,18388.0
2023-05-08,2023,BMW M5,Asia,Japan,Dealership,4,99222.0,24805.5
2023-05-08,2023,BMW 6 Series,Africa,Kenya,Wholesale,3,64047.0,21349.0
2023-05-09,2023,BMW M4,Europe,France,Online,4,57955.0,14488.75
2023-05-09,2023,BMW X4,South America,Colombia,Wholesale,2,117359.0,58679.5
2023-05-09,2023,BMW Z4,Asia,Thailand,Wholesale,1,39495.0,39495.0
2023-05-11,2023,BMW X2,North America,United States,Dealership,1,72836.0,72836.0
2023-05-11,2023,BMW 7 Series,South America,Chile,Wholesale,1,65455.0,65455.0
2023-05-11,2023,BMW M5,South America,Colombia,Wholesale,3,48898.0,16299.33
2023-05-11,2023,BMW X6,Africa,Egypt,Dealership,3,101571.0,33857.0
2023-05-11,2023,BMW X1,Europe,Spain,Dealership,1,112731.0,112731.0
2023-05-11,2023,BMW iX,Europe,Italy,Online,4,31132.0,7783.0
2023-05-13,2023,BMW X2,Asia,South Korea,Wholesale,2,114285.0,57142.5
2023-05-13,2023,BMW M2,Africa,Kenya,Online,2,77941.0,38970.5
2023-05-13,2023,BMW iX3,South America,Peru,Online,3,94813.0,31604.33
2023-05-13,2023,BMW X5,North America,United States,Online,5,95326.0,19065.2
2023-05-14,2023,BMW X1,Asia,China,Online,1,108243.0,108243.0
2023-05-14,2023,BMW X1,Asia,Thailand,Dealership,5,69288.0,13857.6
2023-05-15,2023,BMW 5 Series,Africa,Egypt,Dealership,3,78100.0,26033.33
2023-05-15,2023,BMW 3 Series,Asia,India,Dealership,2,93535.0,46767.5
2023-05-16,2023,BMW X6,Asia,South Korea,Wholesale,3,107702.0,35900.67
2023-05-16,2023,BMW M2,Africa,Nigeria,Wholesale,3,50760.0,16920.0
2023-05-16,2023,BMW 6 Series,Europe,Germany,Dealership,3,102934.0,34311.33
2023-05-16,2023,BMW X5,South America,Peru,Dealership,3,57005.0,19001.67
2023-05-17,2023,BMW i3,South America,Peru,Wholesale,2,90282.0,45141.0
2023-05-17,2023,BMW 4 Series,Europe,Italy,Online,1,52236.0,52236.0
2023-05-17,2023,BMW X6,North America,Canada,Wholesale,5,33280.0,6656.0
2023-05-18,2023,BMW X7,South America,Chile,Dealership,2,91971.0,45985.5
2023-05-18,2023,BMW 4 Series,Asia,Thailand,Online,3,53107.0,17702.33
2023-05-19,2023,BMW i4,North America,United States,Wholesale,3,83606.0,27868.67
2023-05-19,2023,BMW X1,Africa,Nigeria,Wholesale,3,89790.0,29930.0
2023-05-19,2023,BMW M3,Europe,United Kingdom,Dealership,4,38255.0,9563.75
2023-05-20,2023,BMW 6 Series,North America,United States,Online,4,87357.0,21839.25
2023-05-20,2023,BMW 1 Series,Asia,India,Dealership,1,98577.0,98577.0
2023-05-20,2023,BMW M8,Asia,South Korea,Dealership,4,117467.0,29366.75
2023-05-20,2023,BMW M4,South America,Argentina,Wholesale,5,37591.0,7518.2
2023-05-20,2023,BMW X4,Africa,Kenya,Wholesale,3,42992.0,14330.67
2023-05-20,2023,BMW X1,South America,Argentina,Dealership,2,57431.0,28715.5
2023-05-21,2023,BMW iX,Europe,Germany,Wholesale,4,94948.0,23737.0
2023-05-21,2023,BMW M4,Asia,India,Dealership,4,77782.0,19445.5
2023-05-21,2023,BMW X4,Asia,China,Wholesale,5,108348.0,21669.6
2023-05-21,2023,BMW 2 Series,Africa,Kenya,Online,2,58557.0,29278.5
2023-05-22,2023,BMW 1 Series,North America,Mexico,Wholesale,5,114661.0,22932.2
2023-05-22,2023,BMW X7,North America,United States,Dealership,5,93428.0,18685.6
2023-05-22,2023,BMW i4,Asia,Thailand,Online,3,52416.0,17472.0
2023-05-23,2023,BMW i3,Africa,Kenya,Dealership,3,41654.0,13884.67
2023-05-23,2023,BMW i4,South America,Brazil,Dealership,4,59018.0,14754.5
2023-05-24,2023,BMW 1 Series,South America,Argentina,Dealership,1,116708.0,116708.0
2023-05-24,2023,BMW 7 Series,Europe,United Kingdom,Online,4,53426.0,13356.5
2023-05-24,2023,BMW i8,South America,Argentina,Online,4,104583.0,26145.75
2023-05-24,2023,BMW M2,South America,Colombia,Wholesale,2,38689.0,19344.5
2023-05-25,2023,BMW X2,Europe,Spain,Dealership,5,102778.0,20555.6
2023-05-25,2023,BMW 1 Series,Africa,Nigeria,Online,1,88236.0,88236.0
2023-05-25,2023,BMW X6,Asia,Japan,Dealership,4,34808.0,8702.0
2023-05-26,2023,BMW 8 Series,Europe,Germany,Online,4,80106.0,20026.5
2023-05-26,2023,BMW 5 Series,Asia,China,Online,5,94399.0,18879.8
2023-05-27,2023,BMW X4,South America,Argentina,Wholesale,2,35778.0,17889.0
2023-05-27,2023,BMW 4 Series,Europe,Germany,Online,1,108886.0,108886.0
2023-05-27,2023,BMW M5,Asia,India,Online,3,78745.0,26248.33
2023-05-27,2023,BMW X3,South America,Argentina,Dealership,3,49465.0,16488.33
2023-05-27,2023,BMW X1,South America,Argentina,Dealership,2,109503.0,54751.5
2023-05-28,2023,BMW M4,Europe,France,Dealership,5,39629.0,7925.8
2023-05-28,2023,BMW 4 Series,Africa,Nigeria,Wholesale,2,103450.0,51725.0
2023-05-28,2023,BMW Z4,North America,Canada,Online,1,51307.0,51307.0
2023-05-30,2023,BMW M5,North America,Canada,Wholesale,4,53696.0,13424.0
2023-05-30,2023,BMW M5,Asia,China,Dealership,5,31363.0,6272.6
2023-05-31,2023,BMW 4 Series,South America,Argentina,Online,4,89417.0,22354.25
2023-06-01,2023,BMW 6 Series,Asia,Japan,Online,4,102024.0,25506.0
2023-06-01,2023,BMW X5,Europe,United Kingdom,Wholesale,5,105824.0,21164.8
2023-06-02,2023,BMW X2,Europe,United Kingdom,Wholesale,4,109671.0,27417.75
2023-06-02,2023,BMW 1 Series,Asia,South Korea,Wholesale,3,69125.0,23041.67
2023-06-03,2023,BMW 2 Series,South America,Chile,Wholesale,5,105073.0,21014.6
2023-06-03,2023,BMW X4,North America,Mexico,Online,2,83283.0,41641.5
2023-06-04,2023,BMW Z4,North America,Canada,Wholesale,3,107551.0,35850.33
2023-06-04,2023,BMW M4,Asia,South Korea,Online,2,52887.0,26443.5
2023-06-05,2023,BMW Z4,South America,Brazil,Online,1,67820.0,67820.0
2023-06-05,2023,BMW M4,Asia,Thailand,Dealership,2,119446.0,59723.0
2023-06-06,2023,BMW iX,Africa,Nigeria,Online,3,91429.0,30476.33
